index,tconst,originalTitle,genres,averageRating,numVotes,URL,poster,youtube,keywords,nas
1265,tt0105112,Patriot Games,"Action,Thriller",6.9,97921,https://www.imdb.com/title/tt0105112/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BMjA3OTA0NjI0Nl5BMl5BanBnXkFtZTgwNjUwODQxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.youtube.com/channel/UCYKEOhqqsuj5q0_zDORv2Yw,lingerie villain terrorist analyst assassination revenge hero explosion sequel villainess psychopath infrared court escape survival handcuff lawyer interview revolver chase espionage bodyguard assassin mercilessness rifle party lightning rainstorm traitor detective wig judge brutality rescue sniper pub admiral violence hospital storm arrest police nurse conspiracy corruption betrayal homicide shooting tension danger death explosive suspense shotgun bomb fighting fight murder impalement showdown blood kiss pistol silencer battle brawl combat warrior politics speedboat bookstore blockbuster c weapon royalty helicopter terrorism spy boat desert ambush satellite,CA en 7.0
1266,tt0389557,Zwartboek,"Drama,Thriller,War",7.7,70107,https://www.imdb.com/title/tt0389557/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BODFlNTI0ZWQtOTcxNC00OTc0LTkwZDUtMmNkM2I1ZWFlYzZkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY268_CR7,0,182,268_AL_.jpg",https://www.youtube.com/embed/uUE9ZClimbg,seduction breast holocaust humiliation accordion parade hearse airplane sadism revenge prostitute resistance boat escape dutch german traitor train friend refugee spy identity money love trust fugitive cross betrayal singer smuggling lawyer trap survivor starvation vomiting disguise towel contraband shower bed excrement blueprint surveillance captive buttock courier roadblock religion camel piano river truck diabetes schoolteacher secret cooking class injection tourist farmhouse chloroform henchman singing prison plan whistling suffocation theft ferry classroom camera exhumation jail toast fascist deception locket kiss alias jeep fight swastika hostage surgery fireman barge suspect marsh handcuff canal microphone tear friendship cook suitcase lake bus syringe infiltration celebration thief treason jewelry physician bathroom chase bicycle dancing fish pianist sailboat prayer stamp rabbit urination mirror birthday torture atrocity shooting dancer party terrorist doctor recording safe elevator taxi suspicion eavesdropping blood communist arrest evidence violence beating bomber notary underground parachute police corpse feces rain minister crucifix wound flashlight scar strangulation capture explosion rifle death rescue suspense massacre ambush espionage raid interrogation execution bomb liberation carrot penis mob whipping van gingerbread necklace chorus pacifist luger winking murder jewel countryside woman nipple chocolate panty cry casket negotiation fondling loot prisoner toilet bombardment reprisal coffin undertaker photograph prologue sailing insulin song bullet gin farm,CA en 8.0
1267,tt1440292,Submarine,"Comedy,Drama,Romance",7.3,82223,https://www.imdb.com/title/tt1440292/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BMTQ5ODMxNTIyNV5BMl5BanBnXkFtZTcwNjQ1ODgyNQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",https://www.youtube.com/embed/UxB11eAl-YE,school virginity kiss train winter neighbor introvert quarrel bedroom firework infidelity adultery wale friendship friend pyromaniac classmate teasing bullying beach,CA en 7.0
1268,tt0497116,An Inconvenient Truth,"Documentary,News",7.4,78844,https://www.imdb.com/title/tt0497116/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BOTg3NjYxMjM5OF5BMl5BanBnXkFtZTcwMzQzMDA0MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.youtube.com/embed/8ZUoYGAI5i0,vegetation earth lecture environment audience truth science politics globe crisis motivational perseverance heat dilemma wood wildfire warning transportation song smoking smoke plant persuasion forest fire extinction ethic dying drought disaster devastation destruction death coast cleaning chimney atmosphere argument animal alarm world wind weather water vehicle typhoon teaching storm statistic speculation snow sea research rain power planet ocean mountain meteorologist melting japan ice hurricane gas future fuel energy emergency election education doomsday car automobile arctic apocalypse antarctica idealism tsunami pollution glacier environmentalism ecosystem deforestation propaganda lie hoax fake,XWW en 7.0
1269,tt0230011,Atlantis: The Lost Empire,"Action,Adventure,Animation",6.9,97228,https://www.imdb.com/title/tt0230011/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BNjM2NzNjMDAtZTAyMi00NTQzLWFlMTctNTUzMGE1ODE2NDRlXkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.youtube.com/embed/WnMSXm3rJ_M,expedition journal crew museum adventurer linguist submarine princess kiss love hero king underwater lobster swimming giant rescue explosion greed civilization ruin culture mask waterfall flashlight tent camp journey camera nitroglycerin torpedo physician thunderstorm ship quest mansion fireplace yoga chart photograph artifact professor translation viking technology map fish mythology disaster panic subtitle island showdown brawl combat pistol rifle knife murder battle violence comeuppance elevator seasickness iceland shipwreck regicide fireball biplane c tsunami telekinesis tattoo stethoscope sphinx pterosaur lava dynamite axe aquarium exploration mercenary crystal levitation scientist volcano death villain skeleton,CA en 7.0
1270,tt0870984,Antichrist,"Drama,Horror",6.6,111037,https://www.imdb.com/title/tt0870984/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BMjE3MjQ2ODc1N15BMl5BanBnXkFtZTcwNjYyMzI5Mg@@._V1_UY268_CR6,0,182,268_AL_.jpg",https://www.youtube.com/embed/lzb5r1lex9k,masturbation vagina cabin depression prologue epilogue torture therapy gore lust ejaculation controversy penetration fingering witchcraft semen psychosis penis clitoris blood anxiety figurine prescription transformation unconscious constellation hailstorm wood nature cruelty therapist grieving hospital chapter grief fear fawn cutting uxoricide biting bathroom book death murder knife crow digging water wind dream lantern ladder painting notebook research photograph erection medication pill fainting hearse autopsy shovel stabbing madness insanity obsession mythology trauma panic hallucination fight panty attic kiss thesis writing writer sleeping wrench love sadness flower rain suffering tear cry underwear misogyny nihilism brutality scissors hysteria dementia violence train symbolism strangulation sorrow snow sculpture guilt gender funeral forest bridge bird ant shower surrealism pain motherhood grass fox evil despair deer acorn psychotherapy hypnosis angst vulva cremation nudity toilet exploitation statuette skylight worship running happiness masochism irony,IN en 7.0
1271,tt3416532,A Monster Calls,"Animation,Drama,Fantasy",7.5,75611,https://www.imdb.com/title/tt3416532/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BMTg1OTA5OTkyNV5BMl5BanBnXkFtZTgwODMwNDU5OTE@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.youtube.com/embed/R2Xbo-irtBA,monster boy nightmare sketching giant thunderstorm wig witch deception axe sinkhole grief truth school grandmother bully death cemetery hospital drawing bullying classroom,CA en 8.0
1272,tt0259446,My Big Fat Greek Wedding,"Comedy,Drama,Romance",6.5,116051,https://www.imdb.com/title/tt0259446/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BNzcwOWU4NGEtYjUyMy00MDNlLThiN2MtYzFlMjk4Y2FhNjlmXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.youtube.com/embed/hE_XKBxnw2o,prejudice baptism restaurant computer school dancing wedding college teacher suburb camera rite custom church tradition priest classroom student photograph tear waitress schoolteacher limousine misogyny vegetarian lamb racism blockbuster intoxication,JP en 6.0
1273,tt0358082,Robots,"Adventure,Animation,Comedy",6.3,127059,https://www.imdb.com/title/tt0358082/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BZmJhNTQwY2MtYTU0Yy00NDVhLThiZTktNmMxZTk5Nzk3NzE2XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.youtube.com/embed/o07Ju5snaCw,parent robot parade suitcase baby plate coffee cameo villainess battle future kiss television gate domino dishwasher dancing,NZ en 6.0
1274,tt0815236,She's Out of My League,"Comedy,Romance",6.4,121069,https://www.imdb.com/title/tt0815236/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BMTkwMTY5ODA1MF5BMl5BanBnXkFtZTcwODYyNzAxMw@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.youtube.com/embed/9IzpY-C9ImE,nudity voyeur voyeurism airport blonde panty cleavage kiss pregnancy soda pizzeria confidence advice pilot airplane cityscape dog montage jacket sweater restaurant nervousness jealousy shaving insecurity television visa nickname bowling,IN en 6.0
1275,tt1568921,Kari-gurashi no Arietti,"Adventure,Animation,Family",7.6,72200,https://www.imdb.com/title/tt1568921/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BNjY2OWYyNmEtNzYwMy00OGU4LWI4YzgtMWZjZDUwYWZlYjA3XkEyXkFqcGdeQXVyODU2MDg1NzU@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.youtube.com/embed/QfkrMq2G71g,anime japan,TH en 8.0
1276,tt0053779,La dolce vita,"Comedy,Drama",8,61877,https://www.imdb.com/title/tt0053779/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BM2Q2YzdjNzQtNWEzZi00NzRjLWJhZmQtMzQ5ZTkxNWFhM2I5XkEyXkFqcGdeQXVyMzIzNDU1NTY@._V1_UY268_CR3,0,182,268_AL_.jpg",https://www.youtube.com/embed/Gr2RtrtcRCk,journalist celebrity party drunkenness blockbuster breast writer socialite camera cleavage boredom alienation gay cynicism orgasm mistress hedonism satire photographer aristocrat actress decadence reporter kitten statue prostitute heiress tragicomedy spanking palace murder hoax author philosophy surrealism imagery orgy drag interview seance police filicide fiancee fountain journalism ghost homosexuality balcony hospital catholic jealousy ruin pilgrimage child blonde clown waitress dachshund helicopter cat organ tarmac convertible beach prayer balloon rainstorm octopus,XWW en 8.0
1277,tt3322420,Queen,"Comedy,Drama",8.2,57205,https://www.imdb.com/title/tt3322420/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BNWYyOWRlOWItZWM5MS00ZjJkLWI0MTUtYTE3NTI5MDAwYjgyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY268_CR2,0,182,268_AL_.jpg",https://www.youtube.com/embed/_Uu12zY01ts,breast honeymoon photograph cooking friendship lizard shower train bra vomiting fish restaurant hotel airplane roommate drunkenness dancing innocence naivety church,IN hi 8.0
1278,tt0311429,The League of Extraordinary Gentlemen,"Action,Adventure,Fantasy",5.8,161451,https://www.imdb.com/title/tt0311429/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BZTFlOTdkMjEtNGVmMS00YTA3LThlNjQtMjAzZmFjZDAzNjllL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.youtube.com/embed/_WWIiTlGyYQ,portrait invisible deception love kiss domination dictator madman overlord scheme fang vein vampire creature night team band scientist bat revolver pistol chase brawl showdown axe shotgun knife duel villain painting fencing doctor disguise tension graveyard hostage explosion death winter sharpshooter sea elixir underwater transformation tank suicide stabbing shaving sabotage rifle rescue potion poison monster missile mirror mask library infiltration impalement immortality gramophone fortress firework fight dirigible demolition chemistry cemetery carnival capture bomb betrayal bank automobile funeral burial vehicle car sword skeleton murder blood invisibility submarine mission adventurer hero freak mutation tiger violence warmonger superhero,IL en 6.0
1279,tt0091167,Hannah and Her Sisters,"Comedy,Drama",7.9,63867,https://www.imdb.com/title/tt0091167/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BMWZiNWUwYjMtM2Y1Yi00MTZmLWEwYzctNjVmYWM0OTFlZDFhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.youtube.com/embed/JauxWp4eWnM,thanksgiving atheism actress hypochondriac friendship writer architect guilt reflection holiday tumor pregnancy poetry opera piano painter disillusionment artist date money insecurity actor remarriage producer divorce writing novel accountant phonograph broadway concert hotel audition twin cocaine bookstore death infidelity adultery infertility,IN en 8.0
1280,tt0314353,Tears of the Sun,"Action,Drama,Thriller",6.6,109452,https://www.imdb.com/title/tt0314353/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BMmI3YjQ4NjctZTk0Zi00ZDFhLTgyZjAtYWRjZTJjMjMwNjM2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.youtube.com/embed/vsj67nm_n34,refugee rebel border doctor jungle soldier captain lieutenant dictator rescue brutality military village u weapon warship river explosion corpse silencer rain battle battlefield murder suspense knife violence stealth combat showdown rape trap death pistol commando tyranny tragedy redemption genocide surgery helicopter massacre betrayal sniper evacuation nun mutilation machete,CA en 7.0
1281,tt1217613,Battle Los Angeles,"Action,Sci-Fi",5.7,169884,https://www.imdb.com/title/tt1217613/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BMDg2NzQwOGMtMGRkNC00YjAwLTg4NjgtZWQwYzljZmM1YzA4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.youtube.com/embed/7jz_uA1dv9w,invasion extraterrestrial gunfire rotorcraft u meteorite raid attack assault race battlefield troop trooper battalion team band debris hero sacrifice rubble bullet slug plan metropolis detonation globe organ aircraft weapon vehicle marine mission alien platoon survivor meteor sergeant rescue airport beach lieutenant bus military helicopter shoelace blinded colonel general combat pregnancy pistol tension virgin freeway death grenade ocean destruction medic evacuation party retirement autopsy veterinarian bazooka flashlight knife violence apocalypse chaos survival battle creature redemption ambush dog smoke corpse apartment map explosion drunkenness rookie psychiatrist computer cemetery army mercenary soldier corporal captain desert laser drone missile rocket electrocution sewer water supermarket rope rifle tank spaceship escape fire fireball sniper,XWW en 6.0
1282,tt0069704,American Graffiti,"Comedy,Drama",7.4,77592,https://www.imdb.com/title/tt0069704/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BMjI5NjM5MjIyNF5BMl5BanBnXkFtZTgwNjg2MTUxMDE@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.youtube.com/embed/z2OoxzYqgNY,car brunette girl blonde night voyeur voyeurism gang dance conformity underwear scooter greaser convertible panty radio vandalism diner friendship telephone cry college gym vomiting motorcycle suburb crush authority virginity frustration song book revelation virgin popularity party marijuana anger antihero rage hallway rejection jealousy wrestler lipstick janitor boredom geek earring threat locker jukebox airliner hoodlum gunshot robber singing yearbook dancing reflection j crash police mechanic fight dating airport robbery airplane prank mooning automobile dandruff blockbuster,BE en 7.0
1283,tt0065421,The AristoCats,"Adventure,Animation,Comedy",7.1,87774,https://www.imdb.com/title/tt0065421/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BMTU1MzM0MjcxMF5BMl5BanBnXkFtZTgwODQ0MzcxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.youtube.com/embed/G2DWoc4PdvE,butler cat kitten horse bassist carriage bird truck disappearance singing countryside love rain lawyer cracker haystack jazz pianist mouse dog gramophone milk woman dancer hay milkman windmill jealousy symbol harp balladeer trumpet chopstick drum accordion trumpeter railroad dance pitchfork paint rescue artist umbrella hat goose singer song train river newspaper frog night motorcycle piano fight fall dinner dancing surrealism anthropomorphism greed eavesdropping thunderstorm,CA en 7.0
1284,tt1682180,Stoker,"Drama,Thriller",6.8,99872,https://www.imdb.com/title/tt1682180/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BMjI3MTM5ODI5MV5BMl5BanBnXkFtZTcwMjE1Mzc4OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.youtube.com/embed/YJWrXKoTpL0,psychopath dancer dancing sex student tennis nudity panty fondling redhead piano blister bully funeral shower pianist kiss widow apology secret bullying fear drink drinking search passport freezer montage flower melancholy gardening lie beating loneliness fight bathroom bonfire money insanity sadism sadist kicking restaurant cry investigation disappearance love pride fratricide jealousy wealth psychological death letter rifle pencil metronome cornfield nightgown forest motorcycle basement rain convertible sunglass mansion shovel eavesdropping whistling egg maid reverend birthday spider sheriff pistol playground cemetery murder motel wine key strangulation mourning umbrella telephone gun vomiting photograph shoe hunting belt,CA en 7.0
1285,tt0313542,Runaway Jury,"Crime,Drama,Thriller",7.1,87694,https://www.imdb.com/title/tt0313542/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BOTcwMmE5YWItNDkzMi00Yjk2LTk5ZjItMmY5ZDhhNWE0ZWRmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",urlnotfound,jury gun woman lawyer widow death blood trial court judicial suicide brawl ambush bilingual assistant revelation blindness conspiracy bathroom cameraman disguise cockroach bus money victim alcoholic taxi lipstick ambulance attack newscast realtor basketball protestor mechanic gasoline streetcar sabotage supermarket manager apartment betrayal deception revenge suspense knife bar restaurant undercover psychopath arrest judiciary sex guard statue courthouse abortion waitress diner necktie secretary song singing singer blackmail intimidation birthday umbrella rain stockbroker policeman democrat fire pursuit chase toilet church motel robbery entrapment child professor crucifix candle surveillance mail telephone prayer computer photograph photographer camera montage asthma beating fight drink drinking theft thief prologue rifle patriotism eating gunshot food murder paranoia cynicism lawsuit bribery secret corruption law attorney shooting manipulation courtroom arson weapon judge justice,JP en 7.0
1286,tt0105665,Twin Peaks: Fire Walk with Me,"Drama,Horror,Mystery",7.3,80619,https://www.imdb.com/title/tt0105665/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BMzc5ODcyNTYtMDAwNy00MDhjLWFmOWUtNGVhMDRlYjE1YzNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.youtube.com/embed/Bd1bbjXCfyY,surrealism incest murder violence investigation suffering screaming darkness prostitute diary angel secret rape salvation woodsman sex moon night fire brutality sadness prostitution despair dark blonde agoraphobia schizophrenia gore seduction enigma psychopath hallucination friendship blood possession fingernail dream death corpse love cry telephone bed double redemption police investigator deception corruption filicide cocaine vision monkey dwarf canada club,JP en 7.0
1287,tt0043265,The African Queen,"Adventure,Drama,Romance",7.7,68576,https://www.imdb.com/title/tt0043265/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BOTg0NjY1NTEyMF5BMl5BanBnXkFtZTgwNjUwMTY3MjE@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.youtube.com/embed/_sBQItavK2U,leech gin drunkard unshaved missionary blockbuster boat torpedo marriage rain storm explosive explosion steamship spinster,CA en 8.0
1288,tt0082406,The Fox and the Hound,"Adventure,Animation,Drama",7.3,80427,https://www.imdb.com/title/tt0082406/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BMDQzZWRlYjctMjE0ZS00NWU5LWE3NzktYzZiNzJiM2UxMDczXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.youtube.com/embed/oRFEFCbqNRk&list=PLgoH-FbeBEf0ZD5QBJ1uxIX2pXz017FHL,competition escape adoption dog hound fox friendship hunting puppy canada imagination chase fire thunderstorm loneliness orphan death baby wood summer woodpecker waterfall snow rain porcupine owl forest fish farm cow chicken caterpillar cabin butterfly bear badger gun fable winter tree spring rival love fall caretaker spiderweb tragedy revenge reconciliation hate animal yelling running pleading blockbuster prejudice,CA en 7.0
1289,tt1187064,Triangle,"Fantasy,Mystery,Thriller",6.9,95108,https://www.imdb.com/title/tt1187064/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BY2VlODI5ZmMtZDExYS00OWI4LWJiMWItZWZkZWRkNzlmZWI2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.youtube.com/embed/2cJ45RZNloQ,ship bang yacht ocean photograph phonograph disappearance ballroom leg cleavage slasher boating storm key amnesia punishment irrigation locket gramophone shotgun waitress taxi sailboat rifle paint note neighbor necklace murder map knife harbor dream death corpse chase champagne blood beach axe autism apple short banana,PH en 7.0
1290,tt0477302,Extremely Loud & Incredibly Close,"Adventure,Drama,Mystery",6.9,95044,https://www.imdb.com/title/tt0477302/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BMTUxNzYwMTE3NV5BMl5BanBnXkFtZTcwMDY2NzU4Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.youtube.com/embed/kBsF-XoOgfg,quest revelation lock key boy autism message lie map letter apartment fear subway search riddle mute mourning tambourine bereavement death tragedy funeral grandmother grandfather child grief,CA en 7.0
1291,tt0056923,Charade,"Comedy,Mystery,Romance",7.9,63245,https://www.imdb.com/title/tt0056923/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BMTA0Y2UyMDUtZGZiOS00ZmVkLTg3NmItODQyNTY1ZjU1MWE4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.youtube.com/embed/c5zHUg3RCBg,investigation deception murder funeral boat chase stocking mountain alp snow restaurant gun apartment letter passport death coffin widow sneezing sandwich photograph orange game elevator match taxi bathtub shower subway,CA en 8.0
1292,tt1524137,Contraband,"Action,Crime,Drama",6.5,113528,https://www.imdb.com/title/tt1524137/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BMjE3NzY5NTg0OF5BMl5BanBnXkFtZTcwODk4MzgxNw@@._V1_UX182_CR0,0,182,268_AL_.jpg",urlnotfound,smuggling contraband prison cocaine suspense kiss violence painting arrest explosion bar criminal murder threat pistol robbery betrayal convict revenge beating ship port remake,JP en 6.0
1293,tt1258197,Exam,"Mystery,Thriller",6.8,99145,https://www.imdb.com/title/tt1258197/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BNDg2NzM2NzIwNF5BMl5BanBnXkFtZTcwODE2ODc1Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.youtube.com/embed/yiWN3mkWoNU,exam disqualification competitiveness chinawoman candidate room paper rule corporation light gun healing regeneration infection pill narcissist manipulation crucifix medication disease pandemic sabotage paranoia suspicion interrogation fingerprint pistol psychologist fear nosebleed convulsion soldier betrayal gambler urination brunette blonde pseudonym,IN en 7.0
1294,tt0446059,Huo Yuan Jia,"Action,Biography,Drama",7.6,71005,https://www.imdb.com/title/tt0446059/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BMTI5MjA2Mzk2M15BMl5BanBnXkFtZTcwODY1MDUzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",urlnotfound,nan,CA en 8.0
1295,tt7959026,The Mule,"Crime,Drama,Thriller",7,90805,https://www.imdb.com/title/tt7959026/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BMTc1OTc5NzA4OF5BMl5BanBnXkFtZTgwOTAzMzE2NjM@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.youtube.com/embed/N_QksSzK7sI,flower money dying funeral prison pistol sheriff police handcuff arrest redemption u trophy gun eating greenhouse hotel prize garage drug church helicopter courtroom trial goatee suspense beard prostitute wedding party mansion undercover gardener garden bar graduation rainstorm lightning sunglass informant blockade cocaine murder mercilessness gangster gang tattoo bodyguard henchman thug driving driver court deception judge lawyer blood flask notebook camera desert farm diner eavesdropping montage motel regret keyboard beating cancer ambulance hospital corpse dog saxophone singer singing van anger anniversary wood forest impersonation priest coffin motorcycle intimidation foreclosure alias investigation guilt kiss applause mirror promise apology c trust photographer warrant microphone nickname interrogation surveillance dancer dancing song band polka rifle food lie drink drinking bikini threesome thermos thanksgiving,CA en 7.0
1296,tt0093191,Der Himmel über Berlin,"Drama,Fantasy,Romance",8,60598,https://www.imdb.com/title/tt0093191/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BMzMxZjUzOGQtOTFlOS00MzliLWJhNTUtOTgyNzYzMWQ2YzhmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY268_CR2,0,182,268_AL_.jpg",https://www.youtube.com/embed/UPlYMWNWBec,suicide library mortality child stone blood monument musician poster flight stewardess angel circus love desire existentialism dream surrealism concert afterlife temptation subway prostitute poet mirror immortality hat friendship eavesdropping drawing diary coffee armor ambulance airplane actor philosophy depression,XWW en 8.0
1297,tt0086567,WarGames,"Sci-Fi,Thriller",7.1,86451,https://www.imdb.com/title/tt0086567/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BMTMyMTE3OTk3NF5BMl5BanBnXkFtZTcwOTkwNDc3NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.youtube.com/embed/s93KC4AGKnY,hacker game computer paranoia military school hacking cheating biology intelligence general soldier u technology suspense fear danger panic tension kiss boat teenage boy girl communication telephone jeep truck storm house mirror elevator coat tunnel corridor underground crew staff button rocket speaker uniform pencil code message key launch shaft keyboard sweating scooter wood forest siren mess password anger headmaster principal shelf instructor student class secretary classmate vest giggling jar library book magazine mustache goatee eyeglass chick research footage dart obituary headphone microphone target radar dog canine mother hug embrace pipe newscaster congratulation signature bedroom bed arrest fuzz shock surprise isolation debate infirmary nurse handcuff baton desk office portrait trophy escape crawling aeroplane airport police policeman pig bacon ferry helmet pilot jet projector fireplace nihilism existentialism stuck necking kissing problem spotlight announcement gate bolt missile silo insignia celebration bookshelf boredom naivety immaturity government chess blockbuster teacher helicopter steam,CA en 7.0
1298,tt1149362,Das weiße Band - Eine deutsche Kindergeschichte,"Drama,History,Mystery",7.8,65116,https://www.imdb.com/title/tt1149362/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BMTQ2OTYyNzUxOF5BMl5BanBnXkFtZTcwMzUwMDY4Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.youtube.com/embed/2aaapMYGBJs,patriarch patriarchy repression village doctor punishment pastor coercion intimidation suitor tension arson discipline blame strictness sexuality landowner brutality widower incest harvest classroom fired conspiracy schoolteacher eyesight baron accident wire horse teacher nanny death cruelty midwife vegetable spanking nurse servant scare matchmaking virgin infant pressure envy puberty darkness resentment jealousy revenge police pond nightshirt nightgown winter summer manor religion bedroom hat purity fish honor oppression maid sadist sadism whistle eavesdropping torch baby ulcer respect knitting malice fear twin confession sadness kicking perversity singing singer thanksgiving gossip bridge policeman housekeeper violence farming farm dancer cross prayer contempt pain suffering fainting disappearance snow atrocity sarcasm cry distrust trust search promise investigation pianist piano fire organist wealth estate custom tradition festival farmer fishing corpse nudity musician girl boy suspicion sex scissors ribbon protestant masturbation innocence flute dancing dance coffin cane cabbage bed beating baroness whip tutor scythe school pipe humiliation crop catechism authority torture epic dream church suicide priest peasant party bicycle sweat glass dress blood coffee kiss underwear,XWW en 8.0
1299,tt1587707,Exit Through the Gift Shop,"Comedy,Crime,Documentary",8,60305,https://www.imdb.com/title/tt1587707/?ref_=hm_hp_cap_pri_1),"https://m.media-amazon.com/images/M/MV5BMjE2NTg1NDM4Ml5BMl5BanBnXkFtZTcwMzMxOTkyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.youtube.com/embed/IqVXThss1z4,art prank artist eccentric interview subculture narration satire fashion gallery celebrity painter journalist painting exhibition fame fraud,CA en 8.0
